number_nodes|execution_times|distances|optimal_path
3|0.0|204|(0, 1, 2)
4|0.0|192|(0, 1, 3, 2)
5|0.0|196|(0, 1, 2, 4, 3)
6|0.0|208|(0, 1, 2, 4, 3, 5)
7|0.0019996166229248047|181|(0, 3, 2, 4, 1, 6, 5)
8|0.02206897735595703|149|(0, 2, 3, 6, 1, 5, 4, 7)
9|0.215287446975708|160|(0, 1, 3, 6, 2, 7, 5, 8, 4)
